SMILES,RDKit_valid,MolWeight,QED
Cc1ccc(CN2CCC(n3c(O)nc4ccccc43)CC2)c(Cl)c1,True,355.86900000000014,0.7494381186005367
O=C1NCN(c2ccccc2)C12CCN(Cc1ccc3c(c1)OCO3)CC2,True,365.43300000000016,0.9049321702979037
O=C(/C=C/c1ccccc1)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,True,512.6060000000003,0.4072622680367152
C(=C/c1ccccc1)\CN(c1ccccc1)C1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,True,498.6230000000003,0.374882050556051
O=C(/C=C/c1ccccc1)NC1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,True,436.5080000000002,0.5757084593565233
CN(C/C=C/c1ccccc1)C1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,True,436.5520000000002,0.6088738108622598
CN(C(=O)C#Cc1ccccc1)C1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,True,448.5190000000002,0.5392537376834997
C(#Cc1ccccc1)CNC1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,True,420.5090000000002,0.4917577214869772
C(=C/c1ccccc1)\CNC1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,True,422.52500000000015,0.5626973214364751
C(#Cc1ccccc1)CN(c1ccccc1)C1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,True,496.60700000000026,0.3569999824299685
O=C(C#Cc1ccccc1)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,True,510.5900000000003,0.37572898267862237
CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,True,325.45200000000006,0.8793321565506861
CN(C(=O)/C=C/c1ccccc1)C1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,True,450.5350000000002,0.6264843930991338
CN(CC#Cc1ccccc1)C1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,True,434.5360000000002,0.5361655632671489
C(=C/c1ccccc1)\CN(C/C=C/c1ccccc1)C1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,True,538.6880000000004,0.28763339066290106
O=C(C#Cc1ccccc1)NC1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,True,434.4920000000002,0.493225555610926
COc1cccc(C(=O)NCCN2CCN(Cc3ccccc3OC)CC2)c1.Cl.Cl.O,True,474.4290000000001,0.6347507357301787
COc1cccc(C(=O)NCCN2CCN(Cc3ccc(Cl)cc3)CC2)c1.Cl.Cl.O,True,478.84800000000007,0.6637276362963765
